,Episode,Score,Moving Average Score (n=50)
610,610,15.0,17.82
611,611,15.0,17.7
612,612,16.0,17.68
613,613,18.0,17.74
614,614,17.0,17.76
615,615,17.0,17.86
616,616,18.0,17.84
617,617,21.0,17.94
618,618,12.0,17.78
619,619,20.0,17.82
620,620,20.0,17.86
621,621,16.0,17.82
622,622,20.0,17.86
623,623,11.0,17.72
624,624,17.0,17.7
625,625,19.0,17.78
626,626,15.0,17.72
627,627,21.0,17.76
628,628,20.0,17.8
629,629,19.0,17.84
630,630,18.0,17.84
631,631,18.0,17.82
632,632,15.0,17.76
633,633,18.0,17.72
634,634,18.0,17.68
635,635,18.0,17.68
636,636,20.0,17.76
637,637,18.0,17.74
638,638,19.0,17.8
639,639,16.0,17.8
640,640,17.0,17.74
641,641,20.0,17.78
642,642,19.0,17.78
643,643,14.0,17.74
644,644,21.0,17.76
645,645,12.0,17.64
646,646,20.0,17.7
647,647,20.0,17.68
648,648,21.0,17.7
649,649,21.0,17.72
650,650,21.0,17.84
651,651,16.0,17.84
652,652,20.0,17.88
653,653,14.0,17.76
654,654,19.0,17.78
655,655,19.0,17.86
656,656,20.0,17.86
657,657,20.0,17.86
658,658,21.0,17.92
659,659,21.0,18.02
660,660,18.0,18.08
661,661,19.0,18.16
662,662,19.0,18.22
663,663,19.0,18.24
664,664,18.0,18.26
665,665,20.0,18.32
666,666,20.0,18.36
667,667,13.0,18.2
668,668,18.0,18.32
669,669,20.0,18.32
670,670,17.0,18.26
671,671,16.0,18.26
672,672,19.0,18.24
673,673,18.0,18.38
674,674,21.0,18.46
675,675,19.0,18.46
676,676,18.0,18.52
677,677,19.0,18.48
678,678,20.0,18.48
679,679,19.0,18.48
680,680,21.0,18.54
681,681,19.0,18.56
682,682,17.0,18.6
683,683,18.0,18.6
684,684,17.0,18.58
685,685,21.0,18.64
686,686,14.0,18.52
687,687,20.0,18.56
688,688,21.0,18.6
689,689,20.0,18.68
690,690,18.0,18.7
691,691,15.0,18.6
692,692,19.0,18.6
693,693,18.0,18.68
694,694,19.0,18.64
695,695,20.0,18.8
696,696,21.0,18.82
697,697,18.0,18.78
698,698,21.0,18.78
699,699,18.0,18.72
700,700,21.0,18.72
701,701,18.0,18.76
702,702,19.0,18.74
703,703,21.0,18.88
704,704,18.0,18.86
705,705,18.0,18.84
706,706,20.0,18.84
707,707,21.0,18.86
708,708,20.0,18.84
709,709,20.0,18.82
710,710,21.0,18.88
711,711,18.0,18.86
712,712,19.0,18.86
713,713,20.0,18.88
714,714,21.0,18.94
715,715,20.0,18.94
716,716,18.0,18.9
717,717,19.0,19.02
718,718,20.0,19.06
719,719,20.0,19.06
720,720,21.0,19.14
721,721,21.0,19.24
722,722,19.0,19.24
723,723,19.0,19.26
724,724,19.0,19.22
725,725,20.0,19.24
726,726,21.0,19.3
727,727,18.0,19.28
728,728,16.0,19.2
729,729,18.0,19.18
730,730,21.0,19.18
731,731,19.0,19.18
732,732,20.0,19.24
733,733,13.0,19.14
734,734,17.0,19.14
735,735,15.0,19.02
736,736,21.0,19.16
737,737,18.0,19.12
738,738,21.0,19.12
739,739,21.0,19.14
740,740,20.0,19.18
741,741,20.0,19.28
742,742,19.0,19.28
743,743,21.0,19.34
744,744,19.0,19.34
745,745,21.0,19.36
746,746,16.0,19.26
747,747,20.0,19.3
748,748,18.0,19.24
749,749,21.0,19.3
750,750,21.0,19.3
